objectid,sort_id,internet_archive_link,wacz_download_link,pdf_download_link,live_web_link,filename,capture_timeframe,youtubeid,vimeoid,title,publisher,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,rights_blanket,field_test_1,field_test_2,field_test_3
mtzfubs_webarchive_046,46,https://web.archive.org/web/20240614152931/https://thewash.org/2023/10/31/the-black-georgetown-foundation-works-to-protect-georgetowns-african-american-cemeteries/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_046.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_046.pdf,https://thewash.org/2023/10/31/the-black-georgetown-foundation-works-to-protect-georgetowns-african-american-cemeteries/,mtzfubs_webarchive_046.jpg,,,,The Black Georgetown Foundation works to protect Georgetown’s African American cemeteries,The Wash,Mirika Rayaprolu,2023-10-31,"This article from The Wash highlights the Black Georgetown Foundation's efforts to preserve and protect the Mount Zion and Female Union Band Society Cemeteries. It covers restoration events, community education, and the foundation's response to preservation threats like federal projects.",Preservation; Community Leadership,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_046,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_047,47,https://web.archive.org/web/20250403095053/https://picryl.com/media/mount-zion-cemetery-female-union-band-cemetery-bounded-by-27th-street-right-1,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_047.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_047.pdf,https://picryl.com/media/mount-zion-cemetery-female-union-band-cemetery-bounded-by-27th-street-right-1,mtzfubs_webarchive_047.jpg,,,,"Mount Zion Cemetery/ Female Union Band Cemetery, Bounded by 27th Street right-of-way N.W. (formerly Lyons Mill Road), Q Street N.W., & Mill Road N.W., Washington, District of Columbia, DC",Picryl,,2025,"This Picryl entry shares public domain info about the Mount Zion and Female Union Band Society Cemeteries, based on a Historic American Landscapes Survey. It includes a short history, site details, and tags to help find related materials.",Photography; Cemetery Documentation,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_047,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_048,48,https://web.archive.org/web/20250403095054/https://tudorplace.org/event/landmark-lecture-resting-in-resistance-the-black-cemeteries-of-georgetown/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_048.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_048.pdf,https://tudorplace.org/event/landmark-lecture-resting-in-resistance-the-black-cemeteries-of-georgetown/,mtzfubs_webarchive_048.jpg,,,,Landmark Lecture: Resting in Resistance: The Black Cemeteries of Georgetown,Tudor Place,,2025-05-13,"This event listing from Tudor Place promotes a talk by Lisa Fager about the Black cemeteries in Georgetown. It covers their history, preservation work, and local advocacy efforts.",Community Engagement; Lisa Fager,"Dower House – Washington, D.C.",,,,mtzfubs_webarchive_048,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_049,49,https://web.archive.org/web/20230228044555/https://dccouncil.gov/wp-content/uploads/2023/02/Mt-Zion-Female-Union-Band-Ceremonial-Resolution-of-2023.pdf,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_049.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_049.pdf,https://dccouncil.gov/wp-content/uploads/2023/02/Mt-Zion-Female-Union-Band-Ceremonial-Resolution-of-2023.pdf,mtzfubs_webarchive_049.jpg,,,, Mt Zion Female Union Band Ceremonial Resolution of 2023,Council of the District of Columbia,,2023-02,"This ceremonial resolution from the DC Council honors the Mount Zion and Female Union Band Society Cemeteries on their 215th anniversary. It recognizes their historic role in Black community life, their connection to the Underground Railroad, and their designation as protected historic sites.",Government Recognition; Public History,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_049,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_050,50,https://web.archive.org/web/20250403095058/https://loc.getarchive.net/amp/media/mount-zion-cemetery-female-union-band-cemetery-bounded-by-27th-street-right-10,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_050.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_050.pdf,https://loc.getarchive.net/amp/media/mount-zion-cemetery-female-union-band-cemetery-bounded-by-27th-street-right-10,mtzfubs_webarchive_050.jpg,,,,"Mount Zion Cemetery/ Female Union Band Cemetery, Bounded by 27th Street right-of-way N.W. (formerly Lyons Mill Road), Q Street N.W., & Mill Road N.W., Washington, District of Columbia, DC",GetArchive,,2025,This GetArchive.net entry provides basic information about the Mount Zion and Female Union Band Society Cemeteries. It includes tags and location data from a Historic American Landscapes Survey record. The tags support easier discovery of related records,GetArchive; Photography,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_050,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_051,51,https://web.archive.org/web/20200930053348/https://georgetownmetropolitan.com/2020/08/05/students-collaborate-to-research-history-of-those-buried-at-mt-zion-cemetery/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_051.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_051.pdf,https://georgetownmetropolitan.com/2020/08/05/students-collaborate-to-research-history-of-those-buried-at-mt-zion-cemetery/,mtzfubs_webarchive_051.jpg,,,,Students Collaborate to Research History of Those Buried at Mt. Zion Cemetery,Georgetown Metropolitan,,2020-08-05,This article covers a student project from 2020 that researched people buried at Mount Zion and Female Union Band Society Cemeteries. The students created a digital archive and shared their work at a public event.,Student Research; Public History; Digital Exhibit,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_051,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_052,52,https://web.archive.org/web/20240221071406/https://www.newmusictheatre.org/dcemancipationandthevote,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_052.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_052.pdf,https://www.newmusictheatre.org/dcemancipationandthevote,mtzfubs_webarchive_052.jpg,,,,DC Emancipation and The Vote,Alliance for New Music-Theatre,,2022-04-06,"This page from the Alliance for New Music-Theatre outlines the next phase of Voices of Zion through DC Emancipation and The Vote, an original opera set to premiere in April 2025. It focuses on the lives of African Americans in Black Georgetown and their role in emancipation, voting rights, and the city’s religious and civic life.",Community Arts; DC Emancipation Day; Public History,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_052,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_053,53,https://web.archive.org/web/20230207143416/https://africanamericanheritagesites.stqry.app/en/story/55564,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_053.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_053.pdf,https://africanamericanheritagesites.stqry.app/en/story/55564,mtzfubs_webarchive_053.jpg,,,,Mount Zion Cemetery,African-American Heritage Sites,,2023,"This heritage guide gives a history of the Mount Zion and Female Union Band Society Cemeteries. It explains their founding by Black communities, their preservation today, and their recognition as a UNESCO Site of Memory.",African American Heritage Trail; Black Georgetown,African-American Heritage Trail; Black Georgetown,,,,mtzfubs_webarchive_053,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_054,54,https://web.archive.org/web/20250403095101/https://maps.roadtrippers.com/us/washington-dc/points-of-interest/mount-zion-cemetery-female-union-band-cemetery-colored-union-benevolent-association-cuba,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_054.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_054.pdf,https://maps.roadtrippers.com/us/washington-dc/points-of-interest/mount-zion-cemetery-female-union-band-cemetery-colored-union-benevolent-association-cuba,mtzfubs_webarchive_054.jpg,,,,"Mount Zion Cemetery/Female Union Band Cemetery/Colored Union Benevolent Association (CUBA), Washington – DC",Roadtrippers,Roadtrippers,2025,"This Roadtrippers listing offers visitor details and historical context for Mount Zion and Female Union Band Society Cemeteries in Georgetown. It outlines their 19th-century origins, transition into Black burial grounds, and designation as a National Historic",Tourism; Public History,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_054,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_055,55,https://web.archive.org/web/20210120103938/https://eagleeyetutoring.com/shop-and-support-the-mt-zion-female-union-band-society/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_055.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_055.pdf,https://eagleeyetutoring.com/shop-and-support-the-mt-zion-female-union-band-society/,mtzfubs_webarchive_055.jpg,,,,Shop and Support the Mt. Zion-Female Union Band Society Historic Memorial Park,Eagle Eye Tutoring,Garrett Lowe; Thomas A. Duckenfield III,2020-12-01,This 2020 blog post from Eagle Eye Tutoring announces their partnership with the Mt. Zion-Female Union Band Society Historic Memorial Park through Amazon Smile donations to support the restoration of headstones and other cemetery preservation needs.,Partnerships; Grave Marker Restoration; Blogpost,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_055,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_056,56,https://web.archive.org/web/20250403095104/https://itoldya420.getarchive.net/amp/media/mount-zion-cemetery-female-union-band-cemetery-bounded-by-27th-street-right-6,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_056.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_056.pdf,https://itoldya420.getarchive.net/amp/media/mount-zion-cemetery-female-union-band-cemetery-bounded-by-27th-street-right-6,mtzfubs_webarchive_056.jpg,,,,"Mount Zion Cemetery/ Female Union Band Cemetery, Bounded by 27th Street right-of-way N.W. (formerly Lyons Mill Road), Q Street N.W., & Mill Road N.W., Washington, District of Columbia, DC",GetArchive,GetArchive,2025,"This archived image entry from PICRYL's public domain media database features high resolution documentation of the Mount Zion and Female Union Band Society Cemeteries. It showcases their historicb oundaries, architectural elements, and registration as a National Landmark.",Photography; National Landmark,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_056,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_057,57,https://web.archive.org/web/20200923222255/https://www.georgetowndc.com/guide/georgetown-african-american-heritage-trail/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_057.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_057.pdf,https://www.georgetowndc.com/guide/georgetown-african-american-heritage-trail/,mtzfubs_webarchive_057.jpg,,,,African-American Heritage Trail,Georgetown DC,Georgetown Business Improvement District,2020,"This digital guide from Georgetown.DC, a publication of the Georgetown Business Improvement District (BID), outlines the Georgetown African-American heritage trail. It spotlights landmarks like the Mount Zion and Female Union Band Society Cemeteries by highlighting their key figures and local neighborhoods.",African American Heritage Trail; Black Georgetown,African-American Heritage Trail; Black Georgetown,,,,mtzfubs_webarchive_057,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_058,58,https://web.archive.org/web/20201128185655/https://www.dmarlin.com/pastprologue/blog/georgetown-cemeteries/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_058.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_058.pdf,https://www.dmarlin.com/pastprologue/blog/georgetown-cemeteries/,mtzfubs_webarchive_058.jpg,,,,Past Prologue: Georgetown Cemeteries,Past Prologue,Pam Hawley Marlin,2024-03,"This personal blog post from Past Prologue provides a photographic and historical overview of Georgetown's Oak Hill Cemetery and its 19th century architecture. Although not directly about the Mount Zion and Female Union Band Society Cemeteries, it addresses their neighbor cemetery with its intertwined past.",Oak Hill Cemetery; Photography; Segregation,Oak Hill Cemetery,,,,mtzfubs_webarchive_058,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_059,59,https://web.archive.org/web/20220630201318/https://dctheaterarts.org/2022/04/06/alliance-for-new-music-theatres-voices-of-zion-to-dig-deep-into-history/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_059.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_059.pdf,https://dctheaterarts.org/2022/04/06/alliance-for-new-music-theatres-voices-of-zion-to-dig-deep-into-history/,mtzfubs_webarchive_059.jpg,,,,Alliance for New Music-Theatre’s ‘Voices of Zion’ to dig deep into history,DC Theater Arts,"""News Desk""",2022-04-06,"This article from DC Theater Arts announces Voices of Zion, an immersive music/theater experience staged at the Mount Zion and Female Union Band Society Cemeteries in May 2022. It was created by the Alliance for New Music-Theatre, the work commemorates historical Black Figures buried by weaving together performance, memory, and preservation in a public history project.",Voices of Zion; Community Arts; Public History,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_059,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_060,60,https://web.archive.org/web/20240223145002/https://boundarystones.weta.org/2024/02/16/did-underground-railroad-run-through-georgetown,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_060.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_060.pdf,https://boundarystones.weta.org/2024/02/16/did-underground-railroad-run-through-georgetown,mtzfubs_webarchive_060.jpg,,,,Did the Underground Railroad Run Through Georgetown?,WETA; Boundary Stones,Sarah Kim,2024-02-16,"This feature from WETA's Boundary Stones explores the historical and geographic evidence lining the cemeteries to the Underground Railroad. It talksa bout the site's vault, the terrain, and the community networks that helped fugitives flee to freedom.",Underground Railroad; Black Georgetown; Public History,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_060,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_061,61,https://web.archive.org/web/20210930140916/https://savingplaces.org/stories/hope-crew-explores-black-land-lost-in-dc,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_061.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_061.pdf,https://savingplaces.org/stories/hope-crew-explores-black-land-lost-in-dc,mtzfubs_webarchive_061.jpg,,,,HOPE Crew Explores Black Land Lost in DC,National Trust for Historic Preservation,Molly Baker,2021-09-22,"This article from the National Trust for Historic Preservation documents a 2021 HOPE Crew project where students used ground-penetrating radar, magnetometers, and photogrammetry techniques to help locate hundreds of lost graves at Mount Zion and Female Union Band Society Cemeteries.",Student Research; Preservation,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_061,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_062,62,https://web.archive.org/web/20221112073910/https://www.washingtonpost.com/dc-md-va/2022/11/02/black-cemetery-toys-historic-article/,,,https://www.washingtonpost.com/dc-md-va/2022/11/02/black-cemetery-toys-historic-article/,mtzfubs_webarchive_062.jpg,,,,Leaving toys on graves was once seen as a strange D.C. cemetery custom,WaPo,Theresa Vargas,2022-11-02,This article from The Washington Post explores the rediscovery of an 1894 news article describing the historical burial customs at Mount Zion and Female Union Band Society Cemeteries. It sheds some new light on practices like leaving toys and personal items on graves and the strengthening the efforts of preservationists to reclaim and reinterpret the cemeteries' cultural memory.,Public History; Burial Customs; Historical Perceptions,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_062,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_063,63,https://web.archive.org/web/20250213073012/https://www.nytimes.com/2023/09/27/us/black-cemeteries.html,,,https://www.nytimes.com/2023/09/27/us/black-cemeteries.html,mtzfubs_webarchive_063.jpg,,,,America’s Black Cemeteries and Three Women Trying to Save Them,NYT,Elizabeth Williamson,2023-09-28,"This New York Times article highlights the desecration of Nannie's grave at Mount Zion-Female Union Band Society Cemeteries during 2023's Juneteenth celebrations. It connects the incident to braoder struggles faced by Black cemeteries nationwide. It also profiles Lisa Fager, Yamona Pierce, and Margott Williams.",Gravesite Desecration; Lisa Fager; Yamona Pierce; Margot Williams,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_063,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_064,64,https://web.archive.org/web/20210708163639/https://www.georgetown.edu/news/black-georgetown-rediscovered-students-help-preserve-history-at-underground-railroad-hideout/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_064.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_064.pdf,https://www.georgetown.edu/news/black-georgetown-rediscovered-students-help-preserve-history-at-underground-railroad-hideout/,mtzfubs_webarchive_064.jpg,,,,Black Georgetown Rediscovered: Students Help Preserve History at Underground Railroad Hideout,Georgetown University,,2021-07-08,"This webpage from Georgetown University highlights the ""Black Georgetown Rediscovered"" course, where students toured Mount Zion and Female Union Band Society Cemeteries. While there, they documented headstone data, explored the site's Underground Railroad connections, and leearned about preservation efforts meant to honor Georgetown's Black history.",Student Research; Public History; Georgetown University; Underground Railroad,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_064,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_065,65,https://web.archive.org/web/20230623025154/https://www.lawyersgunsmoneyblog.com/2023/06/erik-visits-an-american-grave-part-1380,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_065.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_065.pdf,https://www.lawyersgunsmoneyblog.com/2023/06/erik-visits-an-american-grave-part-1380,mtzfubs_webarchive_065.jpg,,,,"Erik Visits an American Grave, Part 1,380","Lawyers, Guns, & Money",Erik Loomis,2023-06-22,"This blogpost from ""Layers, Guns & Money"" features Erik Loomis's visit to Mount Zion and Female Union Band Society Cemeteries. He reflects on their history of segregation, neglect, community preservation, and their rumored Underground Railroad connections. It also contrasts them with the adjacent (historically predominantly White) Oak Hill Cemetery.",Blogpost; Public History; Preservation; Underground Railroad,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_065,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_066,66,https://web.archive.org/web/20201031231955/https://tourguidetellall.podbean.com/e/the-grave-robbing-of-mt-zion-cemetery/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_066.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_066.pdf,https://tourguidetellall.podbean.com/e/the-grave-robbing-of-mt-zion-cemetery/,mtzfubs_webarchive_066.jpg,,,,The Grave Robbing of Mt Zion Cemetery,Tour Guide Tell All / Podbean,Canden Arciniega,2020-10-12,"This webpage representing a podcast episode from ""Tour Guide Tell All"" recounts the history of grave robbing and natural erosion at Mount Zion Cemetery. It talks about topics like soil instability, intentional neglect, and deliberate grave robbing as well as desecration of graves. It connects the site's previous condition to broader patterns of racialized neglect in historic Black cemeteries.",Gravesite Desecration; Podcast; Tourism,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_066,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_067,67,https://web.archive.org/web/20240808210715/https://studentreportinglabs.org/youth-reporting/historic-black-cemetery-preserves-history-despite-challenges/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_067.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_067.pdf,https://studentreportinglabs.org/youth-reporting/historic-black-cemetery-preserves-history-despite-challenges/,mtzfubs_webarchive_067.jpg,,,,Historic Black cemetery preserves history despite challenges,Public Broadcasting Service,Trinity Smith; Stella St. Clair; Cody Finnegan; Claire Baek,2024,"This article from the Public Broadcasting Service (PBS) was produced by one of their student reporters. It highlights the preservation work at the Mount Zion and Female Union Band Society Cemeteries. With the help of Lisa Fager and support from other community members, it emphasized how young people are helping to document and protect the cemeteries despite ongoing challenges.",Student Research; Preservation; Community Initiatives,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_067,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
